,transcriptid
125118,149287
125119,180959
125120,275647
125121,292901
125122,334130
125123,372662
125124,398481
125125,431674
125126,450645
125127,490598
125128,534818
125129,594201
125130,616340
125131,663963
125132,709474
125133,772796
125134,794356
125135,846098
125136,888921
125137,944114
125138,968492
125139,1020103
125140,1067770
125141,1145133
125142,1185335
125143,1259033
125144,1325698
125145,1404827
125146,1441747
125147,1543353
125148,1618123
125149,1681692
125150,1737123
125151,1757584
125152,1816855
125153,1852967
125154,12829
125155,15632
125156,18329
125157,18330
125158,18332
125159,19646
125160,26788
125161,46828
125162,54413
125163,57366
125164,79481
125165,80622
125166,95700
125167,116110
125168,143420
125169,177818
125170,195201
125171,210307
125172,277877
125173,285305
125174,328102
125175,348936
125176,365816
125177,390382
125178,401861
125179,404738
125180,443296
125181,467739
125182,484957
125183,513107
125184,529114
125185,548814
125186,567985
125187,574730
125188,615167
125189,638132
125190,662802
125191,691616
125192,708766
125193,729441
125194,743307
125195,746023
125196,751399
125197,781087
125198,787244
125199,793114
125200,827599
125201,837972
125202,870599
125203,879980
125204,917738
125205,923110
125206,954448
125207,956825
125208,960981
125209,1011073
125210,1047086
125211,1058368
125212,1093059
125213,1111929
125214,1118380
125215,1158404
125216,1174206
125217,1216552
125218,1251856
125219,1298562
125220,1316890
125221,1367530
125222,1367702
125223,1379025
125224,1412615
125225,1433251
125226,1464041
125227,1477872
125228,1491305
125229,1506732
125230,1556636
125231,1575413
125232,1622847
125233,1635691
125234,1660094
125235,1688258
125236,1703158
125237,1751837
125238,1767940
125239,1769178
125240,1770047
125241,1778134
125242,1823552
125243,1823982
125244,1837724
125245,13151
125246,15318
125247,15883
125248,18288
125249,18289
125250,18291
125251,20643
125252,27585
125253,37760
125254,47526
125255,60911
125256,74688
125257,86537
125258,96436
125259,123349
125260,147922
125261,184232
125262,184875
125263,191857
125264,194963
125265,197349
125266,207277
125267,211893
125268,270620
125269,277768
125270,315286
125271,317873
125272,333822
125273,356563
125274,379959
125275,389210
125276,402038
125277,405702
125278,423841
125279,454323
125280,466662
125281,476190
125282,493403
125283,513196
125284,537173
125285,567000
125286,577833
125287,592123
125288,624203
125289,635090
125290,649353
125291,668185
125292,692227
125293,719789
125294,1767496
125295,1769267
125296,8548
125297,10055
125298,12695
125299,16833
125300,20641
125301,29264
125302,45489
125303,48339
125304,62745
125305,68347
125306,80601
125307,101191
125308,119048
125309,147493
125310,178927
125311,218898
125312,289305
125313,331056
125314,369591
125315,411361
125316,450336
125317,487797
125318,532141
125319,578868
125320,613395
125321,645470
125322,662964
125323,708994
125324,756577
125325,794779
125326,836227
125327,879848
125328,926181
125329,960313
125330,1009649
125331,1057746
125332,1129386
125333,1186971
125334,1261918
125335,1333102
125336,1384170
125337,1444714
125338,1524327
125339,1596620
125340,1662216
125341,1718976
125342,1808718
125343,1849470
125344,11344
125345,15290
125346,17965
125347,27969
125348,34006
125349,45600
125350,53968
125351,67998
125352,77876
125353,90925
125354,112026
125355,144250
125356,167550
125357,203144
125358,278962
125359,282077
125360,312253
125361,335621
125362,358991
125363,389034
125364,3365
125365,3366
125366,10129
125367,13682
125368,16037
125369,19959
125370,27460
125371,43892
125372,48069
125373,58140
125374,70130
125375,83713
125376,95626
125377,126141
125378,147216
125379,209238
125380,266395
125381,299985
125382,349089
125383,360953
125384,369611
125385,405290
125386,448057
125387,489001
125388,506468
125389,531769
125390,571373
125391,614273
125392,644822
125393,662028
125394,707076
125395,748524
125396,796500
125397,822639
125398,840358
125399,883104
125400,921029
125401,963580
125402,991352
125403,1012932
125404,1062713
125405,1116065
125406,1177051
125407,1215861
125408,1251894
125409,1318278
125410,1433523
125411,1440745
125412,1473199
125413,1484071
125414,1508488
125415,1554071
125416,1578551
125417,1639284
125418,1750211
125419,1756317
125420,1777714
125421,1837593
125422,564
125423,565
125424,10190
125425,12855
125426,15870
125427,20225
125428,29445
125429,47623
125430,55621
125431,61693
125432,69066
125433,97951
125434,103779
125435,116231
125436,144077
125437,177373
125438,213825
125439,291680
125440,328365
125441,369419
125442,408703
125443,449166
125444,466991
125445,485683
125446,534895
125447,575653
125448,616910
125449,659680
125450,750570
125451,752805
125452,792145
125453,834449
125454,874274
125455,874366
125456,881255
125457,924196
125458,968457
125459,998595
125460,1011083
125461,1041586
125462,1067003
125463,1124913
125464,1184578
125465,1249723
125466,1301713
125467,1321165
125468,1376421
125469,1441851
125470,1482803
125471,1494629
125472,1494629
125473,1518719
125474,1590881
125475,1645853
125476,1712257
125477,1775771
125478,1845915
125479,3866
125480,10840
125481,13485
125482,17152
125483,21121
125484,26940
125485,41947
125486,55853
125487,58105
125488,71083
125489,82179
125490,106546
125491,126033
125492,144776
125493,208189
125494,280315
125495,296673
125496,329926
125497,381478
125498,423699
125499,451777
125500,486786
125501,532478
125502,591085
125503,613019
125504,686483
125505,706077
125506,763908
125507,791514
125508,837888
125509,898103
125510,945062
125511,963628
125512,1020417
125513,1084927
125514,1426186
125515,1470252
125516,1501375
125517,15719
125518,22016
125519,29513
125520,38604
125521,60844
125522,72163
125523,81672
125524,13778
125525,16722
125526,19134
125527,19135
125528,19136
125529,20956
125530,27653
125531,39285
125532,49611
125533,58759
125534,71121
125535,83786
125536,104401
125537,120268
125538,148349
125539,161010
125540,184808
125541,259528
125542,290901
125543,332230
125544,383490
125545,416658
125546,462251
125547,489258
125548,539031
125549,589249
125550,628210
125551,671527
125552,714779
125553,757133
125554,810299
125555,841313
125556,884877
125557,927169
125558,973238
125559,1014653
125560,1061618
125561,1135657
125562,1191849
125563,1253424
125564,1327190
125565,1409200
125566,1448173
125567,1530044
125568,1604192
125569,1681673
125570,1770269
125571,1809275
125572,1859977
125573,1687
125574,12194
125575,14413
125576,16739
125577,22768
125578,32195
125579,42433
125580,50145
125581,69592
125582,83681
125583,103707
125584,126006
125585,146965
125586,209247
125587,272977
125588,290428
125589,330646
125590,372317
125591,415803
125592,456214
125593,490989
125594,532368
125595,581499
125596,614359
125597,666238
125598,710483
125599,757675
125600,797316
125601,841224
125602,883826
125603,935920
125604,964562
125605,1022370
125606,1047397
125607,1069056
125608,1135649
125609,1183013
125610,1268988
125611,1332869
125612,1393528
125613,1439717
125614,1532289
125615,1596168
125616,1658006
125617,1708705
125618,1812277
125619,1851222
125620,1263
125621,1264
125622,10647
125623,13637
125624,16597
125625,20944
125626,38415
125627,49789
125628,60333
125629,71707
125630,114735
125631,121706
125632,150973
125633,165449
125634,182666
125635,219392
125636,294537
125637,335332
125638,373416
125639,413439
125640,422059
125641,437830
125642,452952
125643,494735
125644,541677
125645,585351
125646,612402
125647,623619
125648,657338
125649,669807
125650,717862
125651,755518
125652,806928
125653,851695
125654,894714
125655,932608
125656,955462
125657,969000
125658,998873
125659,1028940
125660,1072755
125661,1129082
125662,1194875
125663,1357732
125664,124122
125665,158092
125666,187034
125667,273055
125668,305344
125669,343885
125670,378226
125671,430010
125672,458348
125673,498023
125674,539456
125675,598360
125676,622771
125677,673221
125678,713612
125679,778509
125680,801207
125681,846985
125682,888609
125683,946897
125684,971809
125685,1030517
125686,1081376
125687,1154877
125688,1205882
125689,1263975
125690,1335860
125691,1415873
125692,1457762
125693,9844
125694,10539
125695,15663
125696,61678
125697,69404
125698,81518
125699,99199
125700,109472
125701,163480
125702,14005
125703,16215
125704,19001
125705,19002
125706,19003
125707,22870
125708,28617
125709,40019
125710,48341
125711,62242
125712,74809
125713,87625
125714,100977
125715,131612
125716,156075
125717,188555
125718,217982
125719,312400
125720,341747
125721,376816
125722,411318
125723,470884
125724,501688
125725,543439
125726,577262
125727,630468
125728,675693
125729,712681
125730,754540
125731,816956
125732,849538
125733,893691
125734,926731
125735,983822
125736,996716
125737,1033352
125738,1084015
125739,1122904
125740,1213690
125741,1275507
125742,1332856
125743,1379023
125744,1475231
125745,1491414
125746,1523296
125747,1613255
125748,1651678
125749,1741275
125750,1810460
125751,1813074
125752,1856788
125766,54647
125767,96465
125768,100151
125769,102377
125770,113302
125771,119471
125772,143065
125773,150645
125774,180698
125775,263564
125776,303865
125777,345354
125778,381303
125779,424802
125780,462986
125781,503491
125782,546566
125783,590095
125784,633596
125785,682135
125786,730658
125787,766670
125788,811611
125789,855669
125790,891860
125791,936558
125792,980500
125793,1032654
125794,1126888
125795,1138291
125796,1279197
125797,1343174
125798,1420712
125799,1458196
125800,1760912
125801,1810013
125802,1007
125803,11289
125804,36184
125805,110053
125806,126623
125807,152911
125808,204832
125809,283135
125810,283140
125811,289477
125812,309038
125813,331574
125814,346483
125815,348040
125816,351031
125817,360768
125818,363137
125819,381309
125820,390534
125821,394483
125822,402248
125823,430200
125824,443720
125825,462165
125826,471073
125827,473230
125828,487697
125829,502977
125830,515803
125831,529679
125832,552457
125833,557955
125834,568346
125835,594893
125836,612634
125837,631159
125838,632708
125839,634040
125840,635517
125841,640359
125842,654004
125843,680085
125844,694719
125845,711721
125846,724724
125847,729458
125848,736112
125849,741829
125850,746609
125851,773536
125852,782133
125853,787490
125854,809941
125855,871716
125856,874223
125857,896279
125858,1049115
125859,1066928
125860,1081585
125861,1137585
125862,1149481
125863,1184540
125864,1229923
125865,1297136
125866,1320223
125867,1365865
125868,1419171
125869,1422578
125870,1452461
125871,1490911
125872,1491994
125873,1491995
125874,1495143
125875,1539235
125876,1556663
125877,1559835
125878,1560198
125879,1567298
125880,1578975
125881,1630480
125882,1636518
125883,1675472
125884,1677010
125885,1694029
125886,1734874
125887,1762551
125888,1771312
125889,1803674
125890,1825571
125891,1831388
125892,1858384
125893,6131
125894,6132
125895,10934
125896,14382
125897,3313
125898,11729
125899,14195
125900,17391
125901,22411
125902,29408
125903,54248
125904,55589
125905,63073
125906,85560
125907,106484
125908,123359
125909,152905
125910,169799
125911,185718
125912,263573
125913,297251
125914,338361
125915,353645
125916,375596
125917,423848
125918,454110
125919,498896
125920,516762
125921,541928
125922,590903
125923,626071
125924,649596
125925,674403
125926,689297
125927,719460
125928,731940
125929,772224
125930,803986
125931,848431
125932,891289
125933,941749
125934,971768
125935,1029381
125936,1069456
125937,1142715
125938,1197822
125939,1263678
125940,1334223
125941,1364401
125942,1401185
125943,1450676
125944,1534536
125945,1602355
125946,1663683
125947,1717978
125948,1766309
125949,1812088
125950,1849756
125951,6822
125952,10000
125953,12675
125954,15461
125955,24733
125956,25541
125957,36905
125958,46099
125959,67326
125960,67664
125961,79907
125962,95795
125963,115199
125964,143574
125965,172595
125966,208363
125967,284276
125968,333953
125969,364940
125970,403474
125971,441614
125972,483396
125973,527377
125974,569263
125975,611151
125976,658308
125977,704024
125978,746850
125979,789175
125980,833288
125981,876728
125982,919007
125983,958357
125984,1005869
125985,1054907
125986,1113191
125987,1169737
125988,1243365
125989,1294451
125990,1297171
125991,1311940
125992,1369862
125993,1412120
125994,1429983
125995,1494079
125996,1500604
125997,1558524
125998,1574111
125999,1637854
126000,1692401
126001,1705513
126002,1832422
126003,1836438
126004,193299
126005,306373
126006,465396
126007,635276
126008,783203
126009,856949
126010,906071
126011,952747
126012,1005862
126013,1030590
126014,1072518
126015,1149970
126016,1202076
126017,1279587
126018,1339136
126019,1408443
126020,1457754
126021,1541534
126022,1751183
126023,3032
126024,95724
126025,127278
126026,143611
126027,207795
126028,209739
126029,311103
126030,327057
126031,369526
126032,400586
126033,405385
126034,470443
126035,489087
126036,517780
126037,533345
126038,558471
126039,571018
126040,641594
126041,646145
126042,661863
126043,710347
126044,743706
126045,748718
126046,820465
126047,825427
126048,826674
126049,836141
126050,871703
126051,881220
126052,912511
126053,925057
126054,989195
126055,995194
126056,1010346
126057,1047379
126058,1063336
126059,1100834
126060,1117144
126061,1149798
126062,1217292
126063,1222660
126064,1258418
126065,1299919
126066,1325189
126067,1356563
126068,1375060
126069,1410721
126070,1478526
126071,1487668
126072,1517655
126073,1557202
126074,1562176
126075,1565368
126076,1624532
126077,1644582
126078,1690817
126079,1750016
126080,1751759
126081,1762244
126082,1789005
126083,1823902
126084,1849511
126085,13483
126086,16157
126087,18620
126088,18621
126089,18622
126090,20521
126091,28522
126092,46033
126093,50020
126094,58495
126095,70024
126096,82262
126097,98391
126098,118694
126099,147194
126100,184885
126101,213766
126102,294648
126103,337442
126104,373561
126105,406632
126106,451879
126107,492485
126108,536385
126109,573035
126110,620470
126111,670146
126112,738698
126113,753742
126114,796637
126115,842125
126116,884792
126117,926158
126118,965113
126119,1022415
126120,1072065
126121,1125971
126122,1197914
126123,1266395
126124,1333993
126125,1362098
126126,1462095
126127,1539444
126128,1568941
126129,1611175
126130,1655533
126131,1692250
126132,1732978
126133,1804513
126134,1825877
126135,1857486
126136,2665
126137,11774
126138,14853
126139,17768
126140,21144
126141,27750
126142,43685
126143,54430
126144,99149
126145,99661
126146,124383
126147,143050
126148,150179
126149,164194
126150,173131
126151,176060
126152,183736
126153,195358
126154,269111
126155,273025
126156,301294
126157,310124
126158,340786
126159,357235
126160,359457
126161,379966
126162,389692
126163,419730
126164,461586
126165,469205
126166,493195
126167,500117
126168,530471
126169,542526
126170,564081
126171,601855
126172,629542
126173,636767
126174,638707
126175,664987
126176,676401
126177,694766
126178,721525
126179,747852
126180,768151
126181,811589
126182,820184
126183,828709
126184,832236
126185,842091
126186,868791
126187,898677
126188,905482
126189,938727
126190,955888
126191,976620
126192,984539
126193,990175
126194,1024570
126195,1045753
126196,1080662
126197,1138266
126198,1205026
126199,1215915
126200,1275299
126201,1341470
126202,1357886
126203,1405633
126204,1472532
126205,1474480
126206,1540222
126207,1557857
126208,1559146
126209,1559213
126210,1560036
126211,1560463
126212,1628246
126213,1680884
126214,1734322
126215,1768613
126216,1821266
126217,1825728
126218,1855739
126219,593
126220,156863
126221,197402
126222,204354
126223,210327
126224,284823
126225,302091
126226,319689
126227,344501
126228,383761
126229,392410
126230,424606
126231,428167
126232,459113
126233,501130
126234,519319
126235,545513
126236,558192
126237,593147
126238,601657
126239,629450
126240,680121
126241,695609
126242,698211
126243,725176
126244,730548
126245,737279
126246,766278
126247,775722
126248,809502
126249,825273
126250,851957
126251,894496
126252,903058
126253,911094
126254,935894
126255,974924
126256,996946
126257,1029393
126258,1074748
126259,1136706
126260,1195008
126261,1218756
126262,1268197
126263,1342439
126264,1393725
126265,1450841
126266,1481705
126267,1533024
126268,1613887
126269,1659333
126270,1726450
126271,1755617
126272,1767256
126273,1768050
126274,1792127
126275,1857129
126276,11615
126277,14753
126278,17699
126279,22667
126280,30350
126281,42417
126282,52344
126283,62246
126284,75290
126285,88539
126286,107926
126287,130138
126291,983980
126292,1267107
126293,1336134
126294,1367877
126295,1394579
126296,1461334
126297,1537843
126298,1556964
126299,1638551
126300,1662412
126301,1743034
126302,1801041
126303,1804691
126304,1858009
126305,3456
126306,3457
126307,10841
126308,13433
126309,16381
126310,21334
126311,28657
126312,40373
126313,48272
126314,59483
126315,73975
126316,84527
126317,99106
126318,126511
126319,151025
126320,210963
126321,256871
126322,282445
126323,283317
126324,294718
126325,312116
126326,318282
126327,318719
126328,345543
126329,354799
126330,376159
126331,393301
126332,395099
126333,401890
126334,411396
126335,451944
126336,467451
126337,476308
126338,496798
126339,507816
126340,536361
126341,551794
126342,561371
126343,567353
126344,578090
126345,620751
126346,641252
126347,646518
126348,647726
126349,651081
126350,668588
126351,711889
126352,744633
126353,755074
126354,796623
126355,825563
126356,829694
126357,843824
126358,883249
126359,906716
126360,909028
126361,917047
126362,925075
126363,973888
126364,985500
126365,993357
126366,1768596
126417,695
126418,696
126419,11244
126420,14787
126421,16415
126422,21593
126423,36359
126424,45038
126425,52397
126426,64345
126427,78489
126428,85648
126429,101089
126430,126735
126431,153827
126432,206272
126433,261912
126434,307222
126435,340488
126436,377293
126437,380050
126438,412579
126439,460642
126440,475386
126441,501697
126442,547860
126443,584433
126444,629721
126445,677833
126446,722775
126447,760156
126448,805539
126449,819212
126450,853385
126451,894310
126452,931952
126453,974615
126454,1026203
126455,1081880
126456,1135874
126457,1194455
126458,1270541
126459,1336089
126460,1360368
126461,1393883
126462,1414424
126463,1458175
126464,1545084
126465,1570889
126466,1603298
126467,1659979
126468,1751358
126469,1801397
126470,1860305
126533,11196
126534,13175
126535,15610
126536,20147
126537,30881
126538,46595
126539,50847
126540,57595
126541,71099
126542,81270
126543,94146
126544,117053
126545,145173
126546,175954
126547,209083
126548,286553
126549,512044
126550,512710
126551,513089
126552,525699
126553,530460
126554,571572
126555,617266
126556,664259
126557,709676
126558,748745
126559,794497
126560,838536
126561,881263
126562,915918
126563,920376
126564,962007
126565,1006548
126566,1019704
126567,1066999
126568,1119434
126569,1184630
126570,1239949
126571,1260007
126572,1325833
126573,1545338
126574,1552689
126575,1558709
126576,1565122
126577,1586020
126578,1641374
126579,1715949
126580,1759161
126581,1760383
126582,1800142
126583,1806019
126584,1850372
126585,9418
126586,9419
126587,10167
126588,12862
126589,15481
126590,26745
126591,38362
126592,46741
126593,61569
126594,67665
126595,96967
126596,99379
126597,117262
126598,149278
126599,180660
126600,212378
126601,287071
126602,361238
126605,13444
126606,15860
126607,19086
126608,19087
126609,19088
126610,20356
126611,32099
126612,45501
126613,47037
126614,57982
126615,69722
126616,81901
126617,95289
126618,119511
126619,147491
126620,179842
126621,199944
126622,213557
126623,276796
126624,292612
126625,333819
126626,372630
126627,396233
126628,408381
126629,437373
126630,446965
126631,490470
126632,534593
126633,561623
126634,575416
126635,595140
126636,615656
126637,665009
126638,708857
126639,740570
126640,752060
126641,774087
126642,794832
126643,837828
126644,871635
126645,880669
126646,912599
126647,923247
126648,951403
126649,962066
126650,1010550
126651,1046473
126652,1058656
126653,1097843
126654,1118986
126655,1152265
126656,1174320
126657,1249578
126658,1295603
126659,1299891
126660,1316901
126661,1357690
126662,1375021
126663,1433130
126664,1506591
126665,1561383
126666,1562181
126667,1573701
126668,1637878
126669,1640976
126670,1681926
126671,1702084
126672,1767586
126673,1775261
126674,1824770
126675,1834925
126708,11721
126709,14488
126710,16935
126711,21727
126712,27129
126713,41016
126714,50001
126715,69604
126716,80585
126717,83686
126718,96398
126719,169183
126720,169185
126721,179872
126722,203663
126723,17644
126724,21897
126725,29309
126726,41272
126727,53295
126728,62794
126729,78350
126730,87079
126731,111033
126732,125910
126733,155644
126734,187818
126735,266615
126736,301330
126737,344695
126738,379595
126739,423519
126740,460720
126741,499621
126742,542060
126743,573555
126744,582362
126745,592351
126746,626142
126747,674441
126748,722834
126749,749721
126750,769185
126751,807793
126752,851405
126753,866125
126754,892317
126755,938713
126756,973284
126757,1026323
126758,1074991
126759,1132311
126760,1142794
126761,1239864
126762,1241724
126763,1276712
126764,1292342
126765,1338208
126766,1405022
126767,1458620
126768,1494214
126769,1537875
126770,1597015
126771,1672217
126772,1755846
126773,1767790
126774,1779993
126775,795
126776,796
126777,11217
126778,13818
126779,16475
126780,34390
126781,44757
126782,52714
126783,58506
126784,71141
126785,85016
126786,99046
126787,126620
126788,148372
126789,210915
126790,219873
126791,296446
126792,337106
126793,373237
126794,412641
126795,452850
126796,493361
126797,539181
126798,577757
126799,595096
126800,626641
126801,668617
126802,718331
126803,753982
126804,796663
126805,840623
126806,891238
126807,918364
126808,925634
126809,951646
126810,972273
126811,992731
126812,1022498
126813,1048159
126814,1070291
126815,1111843
126816,1120837
126817,1152511
126818,1189092
126819,1216471
126820,1264158
126821,1298396
126822,1328693
126823,1368112
126824,1410845
126825,1495129
126826,1523532
126827,1552616
126828,1555942
126829,1568882
126830,1591910
126831,1641341
126832,1651109
126833,1681956
126834,1788804
126835,1814626
126836,1849517
126837,10599
126838,13377
126839,120135
126840,149244
126841,180509
126842,213793
126843,299090
126844,335510
126845,371854
126846,405673
126847,450253
126848,497079
126849,539326
126850,575683
126851,620595
126852,677207
126853,714577
126854,750185
126855,797972
126856,840668
126857,886432
126858,921904
126859,965988
126860,1014269
126861,1096929
126862,1119598
126863,1184602
126864,1256295
126865,1325947
126866,1376424
126867,1441871
126868,1525216
126869,1590410
126870,1643182
126871,1721147
126872,1792159
126873,1851037
126889,9099
126890,9100
126891,12006
126892,15084
126893,17195
126894,23362
126895,33195
126896,44455
126897,52979
126898,64109
126899,77327
126900,90205
126901,110696
126902,112928
126903,133651
126904,166572
126905,197773
126906,202774
126907,271064
126908,289713
126909,316481
126910,356359
126911,393542
126912,397817
126913,403631
126914,423775
126915,431878
126916,457990
126917,471839
126918,473284
126919,517157
126920,551348
126921,559571
126922,563862
126923,600711
126924,636613
126925,642427
126926,649493
126927,696816
126928,708278
126929,734679
126930,738054
126931,742025
126932,779541
126933,825838
126934,861344
126935,868334
126936,912863
126937,914729
126938,944168
126939,948122
126940,953673
126941,996088
126942,1046312
126943,1103587
126944,1104753
126945,1154634
126946,1238960
126947,1300246
126948,1360562
126949,1362384
126950,1424132
126951,1493181
126952,1512884
126953,1560234
126954,1630816
126955,1634906
126956,1696612
126957,1760581
126958,1761105
126959,1765195
126960,1765196
126961,1830402
126962,6841
126963,6842
126964,11784
126965,14324
126966,16890
126967,21251
126968,32342
126969,46037
126970,50855
126971,66830
126972,73669
126973,91171
126974,103853
126975,126328
126976,144332
126977,210538
126978,264900
126979,289431
126980,336161
126981,378611
126982,411388
126983,451746
126984,495409
126985,537681
126986,584231
126987,615433
126988,669936
126989,713513
126990,761187
126991,796604
126992,842069
126993,908281
126994,933074
126995,963689
126996,1018860
126997,1062797
126998,1130021
126999,1180515
127000,1258491
127001,1321474
127002,1388139
127003,1443019
127004,1515601
127005,1584609
127006,1653034
127007,1711316
127008,1790635
127009,1846285
127010,3360
127011,3361
127012,10679
127013,14617
127014,16807
127015,27827
127016,44542
127017,55668
127018,60365
127019,73973
127020,86194
127021,106326
127022,126648
127023,152705
127024,182571
127025,205342
127026,206844
127027,273747
127028,282391
127029,299425
127030,337777
127031,346370
127032,377777
127033,425908
127034,453242
127035,493485
127036,540924
127037,594189
127038,603753
127039,623667
127040,668569
127041,713309
127042,772068
127043,798262
127044,847181
127045,891275
127046,940184
127047,974866
127048,1024416
127049,1071737
127050,1142590
127051,1205845
127052,1263427
127053,1325486
127054,1400300
127055,1442018
127056,1511068
127057,1542475
127058,1599907
127059,1663434
127060,1731410
127061,1784337
127062,1851116
127064,10412
127065,25770
127066,37097
127067,46774
127068,56510
127069,67745
127070,81180
127071,96456
127072,116189
127073,144537
127074,7660
127075,11256
127076,13865
127077,16596
127078,20989
127079,30822
127080,49332
127081,54556
127082,56930
127083,68505
127084,80949
127085,103870
127086,117119
127087,147346
127088,177671
127089,258502
127090,290655
127091,348417
127092,368818
127093,416466
127094,449983
127095,489482
127096,531807
127097,582671
127098,617108
127099,661826
127100,706924
127101,760568
127102,792484
127103,836202
127104,881790
127105,931674
127106,961262
127107,1014860
127108,1066807
127109,1172671
127110,1210783
127111,1255821
127112,1321579
127113,1425731
127114,1435445
127115,1508085
127116,1577414
127117,1661980
127118,1711724
127119,1770274
127120,1795221
127121,1842825
127122,9799
127123,9801
127124,10092
127125,12608
127126,16259
127127,20017
127128,25415
127129,35744
127130,48977
127131,56384
127132,67372
127133,79600
127134,90967
127135,116683
127136,120244
127137,141121
127138,171072
127139,217289
127140,274226
127141,277306
127142,286279
127143,312984
127144,328096
127145,364325
127146,399224
127147,410392
127148,433515
127149,444039
127150,447097
127151,473431
127152,482773
127153,526940
127154,560461
127155,576435
127156,614146
127157,625296
127158,659310
127159,702195
127160,741410
127161,756089
127162,775281
127163,777169
127164,792331
127165,833961
127166,875182
127167,914083
127168,928556
127169,950681
127170,954642
127171,982155
127172,1000055
127173,1008110
127174,1054184
127175,1057228
127176,1098009
127177,1130532
127178,1151556
127179,1193610
127180,1218330
127181,1219413
127182,1232221
127183,1272813
127184,1332765
127185,1348827
127186,1421766
127187,1490735
127188,1550516
127189,1552719
127190,1552727
127191,1557193
127192,1585682
127193,1629027
127194,1651486
127195,1715254
127196,1759874
127197,1788689
127198,1846250
127199,1252301
127200,1306726
127201,1327432
127202,1377779
127203,1435414
127204,1521564
127205,1591894
127206,1644439
127207,1716222
127208,1812104
127209,1850447
127210,6890
127211,6891
127212,10277
127213,15876
127214,17176
127215,20896
127216,33254
127217,43818
127218,54620
127219,63802
127220,74251
127221,6775
127222,11857
127223,14645
127224,15902
127225,21544
127226,31629
127227,38856
127228,47270
127229,57652
127230,76457
127231,93462
127232,96534
127233,117753
127234,162931
127235,177493
127236,210265
127237,270836
127238,287935
127239,343506
127240,368579
127241,405646
127242,427005
127243,446841
127244,504725
127245,532164
127246,572449
127247,597236
127248,620626
127249,686592
127250,708776
127251,748890
127252,775842
127253,795287
127254,861443
127255,888658
127256,934211
127257,965594
127258,1001508
127259,1036329
127260,1066339
127261,1118958
127262,1179453
127263,1288170
127264,1325156
127265,1379916
127266,1439784
127267,1487110
127268,1500081
127269,1532999
127270,1549383
127271,1551106
127272,1591695
127273,1640891
127274,1716630
127275,1819220
127276,1840678
127277,5820
127278,5821
127279,10568
127280,13877
127281,16942
127282,21217
127283,33393
127284,43655
127285,50406
127286,59345
127287,84193
127288,103709
127289,126434
127290,150572
127291,272983
127292,279129
127293,286805
127294,298680
127295,328554
127296,335699
127297,367264
127298,378530
127299,422313
127300,456090
127301,506531
127302,546000
127303,587373
127304,627676
127305,676135
127306,727002
127307,813
127308,814
127309,10563
127310,14718
127311,16070
127312,22209
127313,33072
127314,41326
127315,49274
127316,62911
127317,76084
127318,88413
127319,97859
127320,113777
127321,121637
127322,151020
127323,164878
127324,192594
127325,203123
127326,215304
127327,295602
127328,338942
127329,388143
127330,406932
127331,451887
127332,495440
127333,524405
127334,549729
127335,559152
127336,573108
127337,579809
127338,621553
127339,669779
127340,730677
127341,736685
127342,750474
127343,757459
127344,798361
127345,841239
127346,901739
127347,914198
127348,926087
127349,972701
127350,1024215
127351,1088141
127352,1121612
127353,1192012
127354,1266563
127355,1279179
127356,1307149
127357,1350655
127358,1360314
127359,1377617
127360,1451347
127361,1531747
127362,1628167
127363,1630416
127364,1644624
127365,1719036
127366,1734667
127367,1760807
127368,1812253
127369,3705
127370,17950
127371,24010
127372,36496
127373,45331
127374,53860
127375,65553
127376,78908
127377,87124
127378,108616
127379,126787
127380,155598
127381,205685
127382,281634
127383,282389
127384,309086
127385,345481
127386,384736
127387,434365
127388,467933
127389,502292
127390,548690
127391,603349
127392,631090
127393,681871
127394,727808
127395,783726
127396,811621
127397,855647
127403,11988
127404,14812
127405,16620
127406,35476
127407,95914
127408,122437
127409,152335
127410,183062
127411,258267
127412,296275
127413,343125
127414,380720
127415,415132
127416,458838
127417,501172
127418,545755
127419,582838
127420,629428
127421,675603
127422,723161
127423,759864
127424,808547
127425,849869
127426,891929
127427,931011
127428,973184
127429,1024178
127430,1072763
127431,1133963
127432,1192778
127433,1266933
127434,1348878
127435,1396456
127436,1489349
127437,1537468
127438,1603052
127439,1658087
127440,1739384
127441,1817844
127442,1854783
127455,8035
127456,91823
127457,115516
127458,198360
127459,208401
127460,283628
127461,325842
127462,390122
127463,441023
127464,482819
127465,554332
127466,566401
127467,610984
127468,657214
127469,664575
127470,735461
127471,746073
127472,789162
127473,833019
127474,906122
127475,918870
127476,958563
127477,1007215
127478,1086019
127479,1169699
127480,1242361
127481,1350799
127482,1367004
127483,1428834
127484,1617865
127485,1636090
127486,1699205
127487,1759300
127488,1759989
127489,1770855
127490,9149
127491,9151
127492,10507
127493,12677
127494,17194
127495,20533
127496,31236
127497,48756
127498,49406
127499,58238
127500,70040
127501,101108
127502,118381
127503,131328
127504,144918
127505,147042
127506,178221
127507,217945
127508,288635
127509,330484
127510,369066
127511,411199
127512,446993
127513,487290
127514,533640
127515,577255
127516,620344
127517,668411
127518,712889
127519,759807
127520,805287
127521,849871
127522,892058
127523,972802
127524,1014639
127525,1062424
127526,1129546
127527,1192565
127528,1253797
127529,1320124
127530,1382978
127531,1437152
127532,1449200
127533,1510333
127534,1577416
127535,1649202
